REIT名,証券コード,物件名,所在地,用途,取得予定日,取得価格_億円,緯度,経度,出典,属性
三井不動産アコモデーションファンド投資法人,3226,パークアクシス横浜反町公園,神奈川県横浜市神奈川区,住宅,既存保有(取得日不明),11.19,35.4437,139.638,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス横浜山下町,神奈川県横浜市中区,住宅,既存保有(取得日不明),15.39,35.4437,139.638,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス大船,神奈川県横浜市栄区,住宅,既存保有(取得日不明),21.0,35.4437,139.638,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークキューブ八王子,東京都八王子市,住宅,既存保有(取得日不明),16.2,35.6551,139.3392,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,"16,046",4.5,住宅,既存保有(取得日不明),8.66,,,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス名駅南,愛知県名古屋市中村区,住宅,既存保有(取得日不明),24.4,35.1815,136.9066,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス丸の内,愛知県名古屋市中区,住宅,既存保有(取得日不明),19.2,35.1815,136.9066,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス六本松,福岡県福岡市中央区,住宅,既存保有(取得日不明),15.15,33.5904,130.4017,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス博多駅南,福岡県福岡市博多区,住宅,既存保有(取得日不明),18.9,33.5904,130.4017,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス中呉服町,福岡県福岡市博多区,住宅,既存保有(取得日不明),7.42,33.5904,130.4017,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス白壁,愛知県名古屋市東区,住宅,既存保有(取得日不明),15.47,35.1815,136.9066,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス仙台,宮城県仙台市若林区,住宅,既存保有(取得日不明),23.2,38.2682,140.8694,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス博多美野島,福岡県福岡市博多区,住宅,既存保有(取得日不明),9.6,33.5904,130.4017,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス札幌植物園前,北海道札幌市中央区,住宅,既存保有(取得日不明),16.5,43.0618,141.3545,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス新さっぽろ,北海道札幌市厚別区,住宅,既存保有(取得日不明),8.27,43.0618,141.3545,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシスうつぼ公園,大阪府大阪市西区,住宅,既存保有(取得日不明),23.99,34.6937,135.5023,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークキューブ北浜,大阪府大阪市中央区,住宅,既存保有(取得日不明),19.7,34.6937,135.5023,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,パークアクシス金山WEST,愛知県名古屋市中区,住宅,既存保有(取得日不明),17.7,35.1815,136.9066,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,"21,950",6.2,住宅,既存保有(取得日不明),16.36,,,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,"330,886",93.0,住宅,既存保有(取得日不明),118.05,,,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,ドーミー京都二条,京都府京都市中京区,住宅,既存保有(取得日不明),9.91,35.0116,135.7681,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,駿台堀川寮,京都府京都市上京区,住宅,既存保有(取得日不明),9.16,35.0116,135.7681,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,立教大学国際交流寮ＲＵＩＤ志木,埼玉県志木市,住宅,既存保有(取得日不明),14.78,35.8617,139.6455,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,ドーミー中板橋,東京都板橋区,住宅,既存保有(取得日不明),10.41,35.7514,139.7092,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,フィロソフィア西台,東京都板橋区,住宅,既存保有(取得日不明),12.49,35.7514,139.7092,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,ドーミー武蔵小杉,神奈川県川崎市中原区,住宅,既存保有(取得日不明),11.52,35.5308,139.7029,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,アルティス仙台花京院,宮城県仙台市青葉区,住宅,既存保有(取得日不明),5.4,38.2682,140.8694,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,アルティス仙台木町通,宮城県仙台市青葉区,住宅,既存保有(取得日不明),11.6,38.2682,140.8694,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,メディカルホームグランダ三軒茶屋（底地）,東京都世田谷区,住宅,既存保有(取得日不明),7.35,35.6467,139.6533,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,グランダ金沢八景,神奈川県横浜市金沢区,住宅,既存保有(取得日不明),7.74,35.4437,139.638,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,ドーミー上杉,宮城県仙台市青葉区,住宅,既存保有(取得日不明),10.5,38.2682,140.8694,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,ドーミー小田原,宮城県仙台市宮城野区,住宅,既存保有(取得日不明),5.21,38.2682,140.8694,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,チサンホテル広島,広島県広島市中区,住宅,既存保有(取得日不明),18.8,34.3853,132.4553,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,キャンパステラス早稲田,東京都文京区,住宅,既存保有(取得日不明),18.1,35.7075,139.7519,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,スマイルホテル西明石,兵庫県明石市,住宅,既存保有(取得日不明),9.7,34.6486,134.9975,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,スマイルホテル沖縄那覇,沖縄県那覇市,住宅,既存保有(取得日不明),11.2,26.2124,127.6809,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,スマイルホテル松山,愛媛県松山市,住宅,既存保有(取得日不明),10.1,33.8392,132.7657,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,くれたけイン旭川,北海道旭川市,住宅,既存保有(取得日不明),6.6,43.7706,142.365,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,STAYAT OSAKA SHINSAIBASHI east,大阪府大阪市中央区,住宅,既存保有(取得日不明),25.52,34.6937,135.5023,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,キャンパステラス九大学研都市,福岡県福岡市西区,住宅,既存保有(取得日不明),32.0,33.5904,130.4017,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,"24,809",7.0,住宅,既存保有(取得日不明),21.2,,,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
三井不動産アコモデーションファンド投資法人,3226,"355,695",100.0,住宅,既存保有(取得日不明),139.25,,,https://www.naf-r.jp/portfolio/5-1.html (自動取得 2026-07-27),住宅
日本ビルファンド投資法人,8951,新宿三井ビルディング東京都新宿区都心５区,2新宿三井ビルディング東京都新宿区,オフィス,2021. 1,1700.0,35.6938,139.7034,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,飯田橋グラン・ブルーム東京都千代田区都心５区,2飯田橋グラン・ブルーム東京都千代田区,オフィス,2021. 92022. 32023. 3,1389.09,35.6938,139.753,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,六本木ティーキューブ東京都港区都心５区,2六本木ティーキューブ東京都港区,オフィス,2018. 3,628.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,西新宿三井ビルディング東京都新宿区都心５区,2西新宿三井ビルディング東京都新宿区,オフィス,2002. 92006. 42011. 122012. 112013. 122016. 72019. 72023. 9,453.92,35.6938,139.7034,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,西新宿三井ビルディング（追加取得）東京都新宿区都心５区,2西新宿三井ビルディング（追加取得）東京都新宿区,オフィス,2026.4,2.46,35.6938,139.7034,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,セレスティン芝三井ビルディング東京都港区都心５区,2セレスティン芝三井ビルディング東京都港区,オフィス,2013. 52018. 3,420.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF品川タワー東京都港区都心５区,2NBF品川タワー東京都港区,オフィス,2011. 9,363.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,日本橋本町M-SQUARE東京都中央区都心５区,2日本橋本町M-SQUARE東京都中央区,オフィス,2026.3,321.08,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBFプラチナタワー東京都港区都心５区,2NBFプラチナタワー東京都港区,オフィス,2006. 3,310.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBFコモディオ汐留東京都港区都心５区,2NBFコモディオ汐留東京都港区,オフィス,2012. 7,288.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,G-BASE田町東京都港区都心５区,2G-BASE田町東京都港区,オフィス,2019. 32019. 4,282.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,虎ノ門琴平タワー東京都港区都心５区,2虎ノ門琴平タワー東京都港区,オフィス,2004. 112006. 4,245.43,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF渋谷ガーデンフロント東京都渋谷区都心５区,2NBF渋谷ガーデンフロント東京都渋谷区,オフィス,2004. 22013. 3,202.69,35.664,139.6982,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF銀座通りビル東京都中央区都心５区,2NBF銀座通りビル東京都中央区,オフィス,2007. 4,170.0,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,新宿三井ビルディング二号館東京都新宿区都心５区,2新宿三井ビルディング二号館東京都新宿区,オフィス,2001. 5,162.85,35.6938,139.7034,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,興和西新橋ビルB棟東京都港区都心５区,2興和西新橋ビルB棟東京都港区,オフィス,2001. 52016. 32017. 42019. 82024. 10,135.36,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,リバーシティM-SQUARE東京都中央区都心５区,2リバーシティM-SQUARE東京都中央区,オフィス,2011. 2,133.5,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,新橋M-SQUARE東京都港区都心５区,2新橋M-SQUARE東京都港区,オフィス,2013. 2,119.0,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF虎ノ門ビル（底地）東京都港区都心５区,2NBF虎ノ門ビル（底地）東京都港区,オフィス,2004.6,114.16,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,グラントウキョウサウスタワー東京都千代田区都心５区,2グラントウキョウサウスタワー東京都千代田区,オフィス,2021. 1,93.98,35.6938,139.753,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF ALLIANCE東京都港区都心５区,2NBF ALLIANCE東京都港区,オフィス,2004. 7,91.26,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,四谷メディカルビル東京都新宿区都心５区,2四谷メディカルビル東京都新宿区,オフィス,2005. 8,88.0,35.6938,139.7034,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF渋谷イースト東京都渋谷区都心５区,2NBF渋谷イースト東京都渋谷区,オフィス,2008. 1,80.0,35.664,139.6982,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF高輪ビル東京都港区都心５区,2NBF高輪ビル東京都港区,オフィス,2001. 5,66.67,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF赤坂山王スクエア東京都港区都心５区,2NBF赤坂山王スクエア東京都港区,オフィス,2005. 2,62.5,35.6581,139.7514,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,ＮＢＦ神田須田町ビル東京都千代田区都心５区,2ＮＢＦ神田須田町ビル東京都千代田区,オフィス,2015. 6,59.6,35.6938,139.753,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF小川町ビルディング東京都千代田区都心５区,2NBF小川町ビルディング東京都千代田区,オフィス,2005. 92020. 11,54.2,35.6938,139.753,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF東銀座スクエア東京都中央区都心５区,2NBF東銀座スクエア東京都中央区,オフィス,2005. 3,52.0,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,日本橋兜町M-SQUARE東京都中央区都心５区,2日本橋兜町M-SQUARE東京都中央区,オフィス,2011. 2,48.5,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF八丁堀テラス東京都中央区都心５区,2NBF八丁堀テラス東京都中央区,オフィス,2002. 12,45.28,35.6706,139.772,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,龍角散ビル東京都千代田区都心５区,2龍角散ビル東京都千代田区,オフィス,2012. 2,40.5,35.6938,139.753,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,神宮前M-SQUARE東京都渋谷区都心５区,2神宮前M-SQUARE東京都渋谷区,オフィス,2014. 3,37.0,35.664,139.6982,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,豊洲ベイサイドクロスタワー東京都江東区都心５区,1豊洲ベイサイドクロスタワー東京都江東区,オフィス,2022. 112023. 32024.3,801.0,35.6729,139.8172,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,豊洲ベイサイドクロスタワー（追加取得）東京都江東区都心５区,1豊洲ベイサイドクロスタワー（追加取得）東京都江東区,オフィス,2026.3,148.1,35.6729,139.8172,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF大崎ビル東京都品川区都心５区,1NBF大崎ビル東京都品川区,オフィス,2013. 2,666.6,35.6092,139.73,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,ゲートシティ大崎東京都品川区都心５区,1ゲートシティ大崎東京都品川区,オフィス,2006. 42011. 32013. 3,572.81,35.6092,139.73,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF豊洲キャナルフロント東京都江東区都心５区,1NBF豊洲キャナルフロント東京都江東区,オフィス,2005. 9,352.0,35.6729,139.8172,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,上野イーストタワー東京都台東区都心５区,1上野イーストタワー東京都台東区,オフィス,2016. 62021. 3,350.0,35.7128,139.78,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF豊洲ガーデンフロント東京都江東区都心５区,1NBF豊洲ガーデンフロント東京都江東区,オフィス,2008. 3,250.18,35.6729,139.8172,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,大崎ブライトコア・ブライトプラザ東京都品川区都心５区,1大崎ブライトコア・ブライトプラザ東京都品川区,オフィス,2016. 112018. 32019. 42019. 102020. 3,243.8,35.6092,139.73,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,中目黒GTタワー東京都目黒区都心５区,1中目黒GTタワー東京都目黒区,オフィス,2003. 22003. 92005. 9,238.56,35.6414,139.6983,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,大崎ブライトタワー東京都品川区都心５区,1大崎ブライトタワー東京都品川区,オフィス,2020. 10,139.7,35.6092,139.73,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF池袋イースト東京都豊島区都心５区,1NBF池袋イースト東京都豊島区,オフィス,2013. 3,86.3,35.7261,139.7164,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,東五反田スクエア東京都品川区都心５区,1東五反田スクエア東京都品川区,オフィス,2012. 2,83.5,35.6092,139.73,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF池袋タワー東京都豊島区都心５区,1NBF池袋タワー東京都豊島区,オフィス,2004. 6,46.95,35.7261,139.7164,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF池袋シティビル東京都豊島区都心５区,1NBF池袋シティビル東京都豊島区,オフィス,2004. 5,44.28,35.7261,139.7164,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,調布サウスゲートビル東京都調布市都心５区,3調布サウスゲートビル東京都調布市,オフィス,2011. 4,93.2,35.6513,139.5417,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,横浜三井ビルディング神奈川県横浜市都心５区,3横浜三井ビルディング神奈川県横浜市,オフィス,2025. 3,431.9,35.4437,139.638,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF武蔵小杉ビルＮ棟・Ｓ棟神奈川県川崎市都心５区,3NBF武蔵小杉ビルＮ棟・Ｓ棟神奈川県川崎市,オフィス,2025. 7,290.0,35.5308,139.7029,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,横浜STビル神奈川県横浜市都心５区,3横浜STビル神奈川県横浜市,オフィス,2001. 52021. 11,167.49,35.4437,139.638,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,パレール三井ビルディング神奈川県川崎市都心５区,3パレール三井ビルディング神奈川県川崎市,オフィス,2006. 4,38.0,35.5308,139.7029,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,シーノ大宮ノースウィング埼玉県さいたま市都心５区,3シーノ大宮ノースウィング埼玉県さいたま市,オフィス,2004. 102004. 11,168.16,35.8617,139.6455,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF浦和ビル埼玉県さいたま市都心５区,3NBF浦和ビル埼玉県さいたま市,オフィス,2005. 9,20.0,35.8617,139.6455,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF松戸ビル千葉県松戸市都心５区,3NBF松戸ビル千葉県松戸市,オフィス,2001. 5,24.55,35.7877,139.9033,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF CONNECT SAPPORO北海道札幌市都心５区,4NBF CONNECT SAPPORO北海道札幌市,オフィス,2025. 11,138.0,43.0618,141.3545,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,札幌エルプラザ北海道札幌市都心５区,4札幌エルプラザ北海道札幌市,オフィス,2003. 112004. 32004. 112005. 10,44.04,43.0618,141.3545,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,Dタワー富山富山県富山市都心５区,4Dタワー富山富山県富山市,オフィス,2025. 6,90.0,,,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,三井住友銀行名古屋ビル愛知県名古屋市都心５区,4三井住友銀行名古屋ビル愛知県名古屋市,オフィス,2013. 2,149.0,35.1815,136.9066,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,名古屋三井ビルディング新館愛知県名古屋市都心５区,4名古屋三井ビルディング新館愛知県名古屋市,オフィス,2020. 10,132.0,35.1815,136.9066,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,名古屋三井ビルディング本館愛知県名古屋市都心５区,4名古屋三井ビルディング本館愛知県名古屋市,オフィス,2020. 10,130.5,35.1815,136.9066,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF名古屋広小路ビル愛知県名古屋市都心５区,4NBF名古屋広小路ビル愛知県名古屋市,オフィス,2004. 32008. 3,72.32,35.1815,136.9066,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,中之島三井ビルディング大阪府大阪市都心５区,4中之島三井ビルディング大阪府大阪市,オフィス,2022. 3,440.0,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,アクア堂島NBFタワー大阪府大阪市都心５区,4アクア堂島NBFタワー大阪府大阪市,オフィス,2004. 9,178.1,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,中之島セントラルタワー大阪府大阪市都心５区,4中之島セントラルタワー大阪府大阪市,オフィス,2014. 3,149.0,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,信濃橋三井ビルディング大阪府大阪市都心５区,4信濃橋三井ビルディング大阪府大阪市,オフィス,2006. 4,144.0,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,堺筋本町センタービル大阪府大阪市都心５区,4堺筋本町センタービル大阪府大阪市,オフィス,2005. 32014. 1,127.0,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,淀屋橋フレックスタワー大阪府大阪市都心５区,4淀屋橋フレックスタワー大阪府大阪市,オフィス,2023.11,98.33,34.6937,135.5023,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,広島袋町ビルディング広島県広島市都心５区,4広島袋町ビルディング広島県広島市,オフィス,2003. 112012. 4,22.15,34.3853,132.4553,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF松山日銀前ビル愛媛県松山市都心５区,4NBF松山日銀前ビル愛媛県松山市,オフィス,2012. 3,33.1,33.8392,132.7657,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,博多祇園M-SQUARE福岡県福岡市都心５区,4博多祇園M-SQUARE福岡県福岡市,オフィス,2011. 2,80.0,33.5904,130.4017,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
日本ビルファンド投資法人,8951,NBF熊本ビル熊本県熊本市都心５区,4NBF熊本ビル熊本県熊本市,オフィス,2008. 3,45.0,32.8032,130.7079,https://www.nbf-m.com/nbf/portfolio/list.html (自動取得 2026-07-27),オフィス
大和証券オフィス投資法人,8976,Ｄａｉｗａ銀座ビル,東京都中央区銀座六丁目2番1号,オフィス,既存保有(取得日不明),141.0,35.6706,139.772,https://www.daiwa-office.co.jp/ja/portfolio/port_list.html (自動取得 2026-07-27),オフィス
